Latitude,Longitude
18.20178601,-67.14096588
18.21569443,-67.14763641
18.21196132,-67.14103396
18.20206722,-67.14249493
18.21737172,-67.15022425
18.20518448,-67.1422524
18.20442539,-67.1459222
18.20518448,-67.1422524
18.20987128,-67.14418841
18.20489004,-67.14087534
18.20483674,-67.14126249
18.21085718,-67.13971902
18.20980803,-67.14058726
18.2088244,-67.14004939
18.21089887,-67.13958365
18.20511302,-67.14216593
18.21057796,-67.14358451
18.20747375,-67.13988495
18.20591183,-67.14352889
18.20414634,-67.14063086
18.20458378,-67.14269226
18.20414025,-67.13718447
18.20977633,-67.14917462
18.21235693,-67.14073118
18.20458378,-67.14269226
18.20560894,-67.14387248
18.21705051,-67.1424432
18.21859304,-67.15151569
18.2117937,-67.13668536
18.20458378,-67.14269226
18.2061108,-67.14987915
18.20600601,-67.14340313
18.20930453,-67.14709873
18.21203606,-67.14112389
18.21431858,-67.14495867
18.21089024,-67.13954814
18.20885445,-67.14012725
18.20935428,-67.14703497
18.21431858,-67.14495867
18.21071865,-67.13998923
18.20610508,-67.14985261
18.21075351,-67.14056475
18.21706441,-67.14244052
18.20825958,-67.14253998
18.20507171,-67.14228104
18.20591944,-67.14449439
18.21301506,-67.14702247
18.21192451,-67.1427173
18.20997355,-67.14130857
18.20825958,-67.14253998
18.21527208,-67.14622068
18.20930618,-67.14708403
18.21449362,-67.14784957
18.20365346,-67.14328424
18.21116756,-67.14128077
18.2111604,-67.14126278
18.20963243,-67.14448123
18.20445998,-67.1393912
18.21243618,-67.14081101
18.21431858,-67.14495867
18.21247638,-67.13873898
18.20910421,-67.14057706
18.20486722,-67.14060724
18.2093885,-67.14697814
18.20399895,-67.14298696
18.21429682,-67.14495207
18.2099854,-67.1397401
18.21431858,-67.14495867
18.20401985,-67.14056121
18.20825958,-67.14253998
18.20927303,-67.14362094
18.21238736,-67.14077158
18.20518448,-67.1422524
18.21385504,-67.14185569
18.20923311,-67.13992158
18.20417614,-67.14303071
18.21057915,-67.14355194
18.21611007,-67.14398919
18.20825958,-67.14253998
18.20518448,-67.1422524
18.20911407,-67.14063387
18.21057205,-67.14095109
18.20944107,-67.14017996
18.21274126,-67.14658084
18.20821965,-67.13999349
18.20569836,-67.1429673
18.21058034,-67.14061297
18.20510173,-67.14212792
18.20473849,-67.14056018
18.20747375,-67.13988495
18.20516869,-67.14222767
18.21036005,-67.14090138
18.20474441,-67.14056075
18.20414025,-67.13718447
18.21392155,-67.14556589
18.20458114,-67.14454615
18.20537033,-67.14405734
18.20882393,-67.14004953
18.20505811,-67.13985306
18.21119075,-67.14133751
18.21149953,-67.14067177
18.20458114,-67.14454615
18.20882393,-67.14004953
18.21527208,-67.14622068
18.20747375,-67.13988495
18.20978499,-67.13941653
18.20361521,-67.1373034
18.20991101,-67.1405781
18.21570831,-67.14762602
18.20908598,-67.14070319
18.21028868,-67.14095584
18.20996386,-67.1406705
18.20118188,-67.13734435
18.20518448,-67.1422524
18.21043337,-67.14305809
18.20518448,-67.1422524
18.20525259,-67.14415214
18.21530498,-67.14623714
18.21527353,-67.14696626
18.21029778,-67.14096885
18.20895219,-67.13987353
18.20365346,-67.14328424
18.21127309,-67.14085153
18.20977633,-67.14917462
18.20538603,-67.13715087
18.21634719,-67.14842808
18.2050088,-67.14422501
18.20935202,-67.14703787
18.20538603,-67.13715087
18.2045533,-67.14375187
18.21542575,-67.14725158
18.21064177,-67.14092016
18.20521659,-67.14229914
18.21110133,-67.1400205
18.21089086,-67.13954787
18.20518448,-67.1422524
18.20473849,-67.14056018
18.21068846,-67.14361102
18.20934131,-67.14704313
18.21189912,-67.14251965
18.20414025,-67.13718447
18.2047385,-67.14058414
18.21431858,-67.14495867
18.21640426,-67.14582437
18.20580076,-67.1442948
18.21101637,-67.14009417
18.21114556,-67.14131351
18.21640426,-67.14582437
18.20595681,-67.1451702
18.21431357,-67.14496587
18.20934131,-67.14704313
18.20487171,-67.14067913
18.21049324,-67.14046831
18.20486366,-67.14052941
18.21191412,-67.13834962
18.21345838,-67.14593891
18.21429642,-67.14495169
18.21090621,-67.13959976
18.21247263,-67.13874421
18.21003695,-67.14434842
18.21085655,-67.14035106
18.21154519,-67.141437
18.20808017,-67.13978605
18.20910471,-67.14071419
18.21192476,-67.14272024
18.21345838,-67.14593891
18.21218039,-67.14134334
18.20175891,-67.13947272
18.20370528,-67.13718938
18.20902076,-67.14064741
18.20997933,-67.14137738
18.20497857,-67.14052059
18.20424432,-67.14332694
18.20505811,-67.13985306
18.20747375,-67.13988495
18.21251973,-67.14114412
18.21029665,-67.14079132
18.20772262,-67.14233667
18.20997338,-67.14138581
18.21712143,-67.14251917
18.20505811,-67.13985306
18.20915151,-67.14077949
18.212742,-67.14333043
18.21085347,-67.14044802
18.20458378,-67.14269226
18.21527208,-67.14622068
18.2050088,-67.14422501
18.20365346,-67.14328424
18.21345838,-67.14593891
18.20915151,-67.14077949
18.20399895,-67.14298696
18.21255164,-67.1411506
18.20533292,-67.14247589
18.21110085,-67.1413251
18.20743682,-67.14000863
18.20490852,-67.14110324
18.21072703,-67.14000866
18.21803827,-67.14322891
18.20901011,-67.14189878
18.20882446,-67.14004937
18.21381053,-67.14548528
18.20546263,-67.14264293
18.21092472,-67.1398671
18.2076975,-67.14235299
18.20431807,-67.14343148
18.20526436,-67.14366525
18.2050088,-67.14422501
18.20587101,-67.14323406
18.20473849,-67.14056018
18.20518448,-67.1422524
18.20882449,-67.14006349
18.20141585,-67.14238709
18.20365346,-67.14328424
18.20505811,-67.13985306
18.21597584,-67.14952986
18.20473849,-67.14056018
18.20518448,-67.1422524
18.21049153,-67.1408301
18.20277676,-67.13921915
18.20803921,-67.14043344
18.21133132,-67.14134651
18.21374233,-67.14278237
18.21094662,-67.14131546
18.20518448,-67.1422524
18.21640426,-67.14582437
18.20934131,-67.14704313
18.20506113,-67.14541533
18.21186531,-67.13834955
18.21048086,-67.14018695
18.20825958,-67.14253998
18.20934131,-67.14704313
18.21239863,-67.14386637
18.20934131,-67.14704313
18.20550183,-67.14383884
18.21569443,-67.14763641
18.20111935,-67.1386514
18.20517255,-67.14223892
18.20475324,-67.14059222
18.20477496,-67.13717681
18.20998363,-67.14142858
18.21246527,-67.13876204
18.21054876,-67.14046442
18.20443032,-67.14201866
18.20905692,-67.14089593
18.21084201,-67.13966251
18.20171005,-67.13948011
18.21431858,-67.14495867
18.20882393,-67.14004953
18.20901397,-67.14003378
18.21238736,-67.14077158
18.21527208,-67.14622068
18.20934131,-67.14704313
18.20482342,-67.14117815
18.21070591,-67.14055539
18.20914034,-67.14073454
18.210895,-67.13980195
18.20473849,-67.14056018
18.20305907,-67.13721658
18.20957325,-67.14014074
18.21091757,-67.13962485
18.20761516,-67.13997453
18.21068945,-67.14158312
18.20949996,-67.13922596
18.20417614,-67.14303071
18.21276916,-67.14133611
18.21302892,-67.14622586
18.21569443,-67.14763641
18.20378549,-67.1448387
18.20473849,-67.14056018
18.2127887,-67.14132121
18.21274788,-67.14137119
18.20901327,-67.1471439
18.20486659,-67.14058351
18.21210213,-67.14068308
18.20876886,-67.14092747
18.20518448,-67.1422524
18.21203734,-67.14090233
18.20473849,-67.14056018
18.20935032,-67.14704003
18.2102708,-67.14090479
18.20811254,-67.13980499
18.21192909,-67.14092307
18.21112099,-67.14136769
18.21079689,-67.14038099
18.216402,-67.14837703
18.21184819,-67.13676485
18.20518448,-67.1422524
18.21033974,-67.13979566
18.21584626,-67.14301606
18.20860081,-67.14134947
18.20438169,-67.13987699
18.21213141,-67.1385406
18.20473849,-67.14056018
18.21420643,-67.14107994
18.20118188,-67.13734435
18.20897228,-67.13997315
18.20473849,-67.14056018
18.20747375,-67.13988495
18.20586285,-67.14440368
18.214196,-67.14508646
18.21569443,-67.14763641
18.20474209,-67.14060835
18.21569443,-67.14763641
18.21109161,-67.13996401
18.20473849,-67.14056018
18.20345443,-67.14202542
18.21273264,-67.14138991
18.20876623,-67.14006601
18.20416854,-67.14322301
18.21277703,-67.14654676
18.21467011,-67.14277104
18.20882393,-67.14004953
18.20473849,-67.14056018
18.20550183,-67.14383884
18.21191063,-67.13969278
18.20473849,-67.14056018
18.21242654,-67.14096404
18.20521659,-67.14229914
18.2108215,-67.13961804
18.21062914,-67.14042523
18.210673,-67.14085383
18.20960668,-67.1393269
18.21031973,-67.14075401
18.20511593,-67.14231722
18.20174977,-67.13940073
18.20518766,-67.14225692
18.21376464,-67.14181666
18.20997376,-67.14068863
18.216402,-67.14837703
18.20473849,-67.14056018
18.20473849,-67.14056018
18.20414025,-67.13718447
18.20507171,-67.14228104
18.20911458,-67.14073133
18.20996859,-67.13973206
18.2053109,-67.14400825
18.2100231,-67.14003695
18.21607378,-67.14280889
18.21093906,-67.13970844
18.20197395,-67.14222307
18.20996817,-67.14132354
18.21262257,-67.14135615
18.21032152,-67.14082258
18.20486721,-67.14060713
18.21728687,-67.14921838
18.21388227,-67.1455234
18.20495921,-67.13973254
18.20999083,-67.13992475
18.21515149,-67.14303467
18.21253424,-67.14254798
18.20518448,-67.1422524
18.20723529,-67.14004782
18.20513147,-67.1423383
18.20414025,-67.13718447
18.20514249,-67.13976072
18.20256491,-67.14045411
18.20910021,-67.14735714
18.20520048,-67.14243238
18.21249555,-67.14237113
18.21075476,-67.14180649
18.20182629,-67.1394882
18.21436106,-67.14493318
18.21652735,-67.14572534
18.21431858,-67.14495867
18.20473849,-67.14056018
18.20882393,-67.14004953
18.20934131,-67.14704313
18.20905892,-67.14045151
18.21068284,-67.14351834
18.21078827,-67.14180578
18.21049935,-67.14080461
18.20962706,-67.140115
18.21431858,-67.14495867
18.21132736,-67.13991475
18.21429642,-67.14495169
18.20527991,-67.14048714
18.21098345,-67.14139052
18.21187532,-67.13835732
18.21702149,-67.14245613
18.20965529,-67.13971661
18.21024023,-67.14220206
18.2088247,-67.14004929
18.20941484,-67.14511318
18.21379725,-67.14563257
18.21345838,-67.14593891
18.20518448,-67.1422524
18.20550183,-67.14383884
18.21086328,-67.13973239
18.20934131,-67.14704313
18.216402,-67.14837703
18.21705051,-67.1424432
18.20474934,-67.14057018
18.20473849,-67.14056018
18.20825958,-67.14253998
18.20491775,-67.14238623
18.20914697,-67.14079625
18.20940351,-67.14044648
18.21527208,-67.14622068
18.20934131,-67.14704313
18.21027489,-67.14082519
18.2119153,-67.13832269
18.20963873,-67.1397153
18.216402,-67.14837703
18.2050088,-67.14422501
18.21076733,-67.13929118
18.20907341,-67.14705358
18.20934131,-67.14704313
18.20517255,-67.14223892
18.20474441,-67.14056075
18.20907678,-67.1404996
18.21070232,-67.14104568
18.21142472,-67.13984755
18.20934131,-67.14704313
18.21448901,-67.13984522
18.21089167,-67.14034521
18.21227073,-67.13883906
18.20453004,-67.14449292
18.21090045,-67.14033286
18.21231229,-67.13883682
18.2100501,-67.13998115
18.21096717,-67.13977265
18.20473849,-67.14056018
18.21640426,-67.14582437
18.21231289,-67.13881379
18.20505811,-67.13985306
18.20902942,-67.14036219
18.21077989,-67.14187624
18.20934131,-67.14704313
18.21083379,-67.14119076
18.2180355,-67.14480789
18.20810679,-67.14076325
18.20486582,-67.14059963
18.21332244,-67.14365927
18.21003238,-67.13991488
18.20515905,-67.14222767
18.20747375,-67.13988495
18.20538603,-67.13715087
18.20882393,-67.14004953
18.21085655,-67.14035106
18.21247241,-67.13874136
18.20821788,-67.13998866
18.21139732,-67.14092041
18.21058374,-67.14062874
18.20898706,-67.14006817
18.2094402,-67.14018423
18.20877386,-67.14009114
18.21417783,-67.14119591
18.2050088,-67.14422501
18.21062917,-67.1409256
18.20517255,-67.14223892
18.20882393,-67.14004953
18.20814529,-67.13983447
18.20995543,-67.14115874
18.2175236,-67.14962285
18.21029778,-67.14096885
18.20507171,-67.14228104
18.21090904,-67.13960615
18.20904097,-67.14710695
18.20474934,-67.14057018
18.20473849,-67.14056018
18.21227073,-67.13883906
18.20977633,-67.14917462
18.21698917,-67.14248551
18.21115395,-67.14112432
18.21419547,-67.14485712
18.20507604,-67.13984758
18.20474243,-67.14044495
18.21035208,-67.1408435
18.20996735,-67.14131372
18.21112296,-67.14136699
18.21251275,-67.14124931
18.20473849,-67.14056018
18.20986554,-67.13938659
18.20511593,-67.14231722
18.21634681,-67.14832492
18.20118188,-67.13734435
18.21084227,-67.13966308
18.20923311,-67.13992158
18.21600525,-67.14298769
18.20161482,-67.13953105
18.21569443,-67.14763641
18.20214624,-67.13792305
18.21132899,-67.14064289
18.21629498,-67.1442668
18.204518,-67.1423273
18.209531,-67.14949298
18.20474934,-67.14057018
18.21446022,-67.13953319
18.20473849,-67.14056018
18.21097626,-67.13975527
18.21110507,-67.14137418
18.20365346,-67.14328424
18.20854004,-67.14288522
18.21122235,-67.1412914
18.20405207,-67.13736373
18.21197489,-67.13833688
18.21369814,-67.14619977
18.20473849,-67.14056018
18.20996402,-67.14119193
18.20473849,-67.14056018
18.20989144,-67.14056639
18.20139755,-67.13962012
18.21803416,-67.14476151
18.21085599,-67.13946382
18.20992326,-67.13959905
18.20810365,-67.14075129
18.21124848,-67.14074913
18.20365346,-67.14328424
18.21414616,-67.14482808
18.20957646,-67.13941865
18.21025338,-67.13966027
18.20507171,-67.14228104
18.21087964,-67.14034131
18.21066358,-67.14053042
18.20326347,-67.14269901
18.20809104,-67.13980192
18.21083918,-67.13942287
18.20917927,-67.13944848
18.20217373,-67.14247844
18.20403106,-67.13970352
18.20469634,-67.14395131
18.20518448,-67.1422524
18.20983063,-67.1441603
18.20991517,-67.14053263
18.21700173,-67.14246125
18.20518448,-67.1422524
18.20550183,-67.14383884
18.21280631,-67.14360964
18.21082924,-67.14063122
18.20638333,-67.1358122
18.2012888,-67.13942274
18.20825958,-67.14253998
18.21048116,-67.14013119
18.20518448,-67.1422524
18.21782056,-67.14995299
18.21604119,-67.14388159
18.2056245,-67.14285313
18.20458378,-67.14269226
18.21640331,-67.14581778
18.20399895,-67.14298696
18.21415628,-67.14483435
18.2100501,-67.13998115
18.20809191,-67.13980185
18.20473326,-67.14055826
18.21267142,-67.14241443
18.20473849,-67.14056018
18.21089167,-67.14034521
18.20396804,-67.13716818
18.20747375,-67.13988495
18.20474184,-67.14060636
18.20458378,-67.14269226
18.20519794,-67.14227449
18.20514201,-67.14219917
18.20520823,-67.14229206
18.21431858,-67.14495867
18.21095653,-67.13994139
18.20995051,-67.1410809
18.20258151,-67.14320438
18.20475446,-67.14044326
18.20536623,-67.1440696
18.20755573,-67.14251214
18.21345838,-67.14593891
18.21554522,-67.14324043
18.20414025,-67.13718447
18.20884598,-67.14011785
18.21475948,-67.14051901
18.20513366,-67.14219274
18.20514523,-67.14221353
18.20452126,-67.14058036
18.21403543,-67.14475622
18.21271285,-67.14384625
18.20486722,-67.14060725
18.2090075,-67.14035103
18.21622123,-67.14978332
18.2084548,-67.14246687
18.21083267,-67.14035983
18.21057779,-67.14358342
18.20991488,-67.1405316
18.20473849,-67.14056018
18.20914894,-67.14728052
18.20518448,-67.1422524
18.2108841,-67.13953334
18.20539909,-67.14404532
18.20480833,-67.13988922
18.20934131,-67.14704313
18.21345838,-67.14593891
18.20507171,-67.14228104
18.21093033,-67.13965356
18.20518448,-67.1422524
18.20747375,-67.13988495
18.20915363,-67.14728571
18.2105793,-67.14121737
18.20507934,-67.14430538
18.20508368,-67.14227886
18.20518448,-67.1422524
18.20505919,-67.14042173
18.20507171,-67.14228104
18.20818079,-67.1398734
18.20376155,-67.14330523
18.20505811,-67.13985306
18.20970319,-67.13952226
18.21123668,-67.14038686
18.21098304,-67.14138872
18.20417614,-67.14303071
18.20507171,-67.14228104
18.20518448,-67.1422524
18.20473849,-67.14056018
18.21700173,-67.14246125
18.21388919,-67.1417754
18.21569443,-67.14763641
18.20118188,-67.13734435
18.20438685,-67.14059817
18.20811402,-67.14076376
18.20550183,-67.14383884
18.20934131,-67.14704313
18.21761026,-67.14226722
18.20998978,-67.13994189
18.21086188,-67.13954375
18.2105766,-67.14109598
18.20114685,-67.13622091
18.21631815,-67.14825942
18.20518448,-67.1422524
18.21217824,-67.14132897
18.20175746,-67.14040408
18.21132153,-67.13990533
18.20798618,-67.14009704
18.21241767,-67.13880753
18.21086578,-67.13955802
18.21060575,-67.1435883
18.20174116,-67.13939498
18.20414025,-67.13718447
18.20915377,-67.14728552
18.21706441,-67.14244052
18.21626583,-67.1489637
18.21191412,-67.13834962
18.20414025,-67.13718447
18.20429627,-67.14433073
18.19692917,-67.15394619
18.21004068,-67.14111047
18.20893088,-67.13970473
18.21700173,-67.14246125
18.20492398,-67.14122263
18.2088391,-67.14007693
18.20996905,-67.14125494
18.21705051,-67.14314763
18.21202074,-67.14094763
18.20455965,-67.14376049
18.21604437,-67.14296064
18.21647043,-67.14829149
18.21431858,-67.14495867
18.21757213,-67.15054806
18.20892471,-67.1395167
18.21627451,-67.14529344
18.2108444,-67.14036445
18.20454062,-67.13997946
18.20518448,-67.1422524
18.21496408,-67.14008242
18.21042848,-67.14068163
18.20560319,-67.14298611
18.21257683,-67.14114149
18.21569443,-67.14763641
18.20518448,-67.1422524
18.21118869,-67.14128912
18.20518448,-67.1422524
18.21505954,-67.14005511
18.21069428,-67.14363598
18.21431858,-67.14495867
18.21640426,-67.14582437
18.20804132,-67.13980831
18.21687612,-67.1428972
18.20550183,-67.14383884
18.21431858,-67.14495867
18.20458378,-67.14269226
18.21569443,-67.14763641
18.21836067,-67.15030219
18.20898719,-67.14006897
18.21086574,-67.13955793
18.21032465,-67.13976977
18.20175746,-67.14040408
18.2049035,-67.14182695
18.21416819,-67.1448015
18.20977601,-67.14917258
18.20897595,-67.13999711
18.207373,-67.1400209
18.20893596,-67.13973916
18.20474441,-67.14056075
18.20894451,-67.14874509
18.20505811,-67.13985306
18.21700173,-67.14246125
18.20548283,-67.14071696
18.20825958,-67.14253998
18.20365346,-67.14328424
18.21431858,-67.14495867
18.21094534,-67.13972276
18.21190201,-67.13837907
18.21116756,-67.14128077
18.2012888,-67.13942274
18.21143186,-67.14146255
18.21082106,-67.14037261
18.20270129,-67.14095736
18.21150883,-67.14158951
18.21252979,-67.13905936
18.2093062,-67.147084
18.21061904,-67.14055503
18.21087964,-67.14034131
18.20518448,-67.1422524
18.20908162,-67.14053082
18.2051157,-67.14231336
18.21110085,-67.1413251
18.20455155,-67.14238848
18.21705051,-67.1424432
18.21093603,-67.13970155
18.21345838,-67.14593891
18.21717158,-67.14259233
18.21132183,-67.13988276
18.21695333,-67.14248844
18.20983506,-67.14063194
18.20915151,-67.14077949
18.21702149,-67.14245613
18.21219192,-67.14209764
18.21115503,-67.1401674
18.21108904,-67.14053928
18.21449101,-67.13964949
18.21585108,-67.14360673
18.20387627,-67.14230508
18.21082066,-67.13961621
18.216402,-67.14837703
18.205411,-67.1440274
-1.5,-1.5
18.20215269,-67.1424215
18.21096711,-67.1397725
18.21016416,-67.14210403
18.21042146,-67.14088545
18.21065531,-67.14041686
18.20509943,-67.14229589
18.20812336,-67.14082669
18.21505283,-67.14040088
18.20474441,-67.14056075
18.21218074,-67.14134257
18.21059454,-67.14356408
18.21431858,-67.14495867
18.21640331,-67.14581778
18.20473849,-67.14056018
18.21237969,-67.13876579
18.21507233,-67.14289902
18.21077013,-67.14108032
